objname,ra,dec,distance,distance_err
ESO602-030,339.212916,-19.8072139,28.898,6.396
PGC685644,185.9041845,-32.8151613,28.898,5.094
UGC08822,208.347228,61.6717257,28.9,5.589
PGC1316080,128.075418,7.1990849,28.901,7.322
UGC01500,30.3008715,19.6753062,28.904,4.222
PGC133346,331.3380615,-31.9996224,28.907,6.801
ESO549-051,60.7796805,-18.3714549,28.931,6.52
PGC083163,157.7634435,-34.6718674,28.936,6.068
PGC2380196,211.407699,50.7065209,28.947,5.37
PGC2807187,95.264631,20.1712615,28.947,4.677
PGC004765,19.909809,3.2610412,28.949,6.525
NGC5954,233.646378,15.1992225,28.951,7.961
SDSSJ111850.46+034548.8,169.710312,3.7635636,28.951,7.171
UGC03598,104.127117,60.6516828,28.951,4.651
SDSSJ143337.18+111302.2,218.404986,11.2173072,28.954,7.308
UGC05524,153.590532,22.1248447,28.961,7.923
PGC049065,207.4299165,60.018637,28.963,6.131
PGC2176812,254.058864,41.1712648,28.967,4.757
NGC5678,218.023359,57.9214316,28.969,5.849
SDSSJ082241.42+162851.2,125.672694,16.4808957,28.979,7.081
PGC048833,206.672517,59.8229197,28.98,6.187
PGC009354,36.8877285,-10.1658344,28.982,6.959
IC0346,55.4360835,-18.2670556,28.984,6.872
ESO443-019,194.8323825,-29.1784445,28.986,5.452
PGC006864,27.8678475,-6.5158196,28.987,6.996
NGC5035,198.705084,-16.4925278,28.988,5.411
PGC086068,115.367709,-30.1121111,28.989,7.675
ESO564-027,137.9777775,-20.1169506,28.99,7.749
PGC942328,77.037459,-13.1375833,28.992,5.665
NGC4261,184.846542,5.8249555,29,2
NGC5898,229.556643,-24.0980241,29,1.87
ESO514-008,230.1279915,-24.469408,29.001,5.763
PGC036291,175.4402505,-1.901309,29.004,6.958
SDSSJ092636.62+672440.8,141.6526275,67.4112907,29.004,6.61
PGC2080256,222.462975,36.4171288,29.006,5.251
PGC012068,48.659667,-4.7739167,29.008,5.673
PGC1067808,213.2687985,-3.7125558,29.008,6.388
PGC049273,208.1218635,59.6746851,29.013,6.187
PGC1065295,65.0593965,-3.9135278,29.015,5.257
PGC166103,150.7311015,-6.2075704,29.024,7.244
NGC1343,54.456816,72.571352,29.026,4.715
SDSSJ142321.02+571353.7,215.837433,57.2317999,29.027,5.91
PGC012564,50.255166,-7.0395,29.028,5.729
PGC091195,185.8749555,2.0080585,29.028,6.287
UGC05934,162.4955745,31.9095107,29.028,7.744
UGC05841,161.232834,76.6879444,29.036,6.919
PGC2612497,207.2358975,61.1324829,29.037,5.784
UGC03314,82.547358,55.870825,29.038,4.27
UGC09083,212.8620615,50.2090402,29.042,5.35
PGC083842,198.707688,-16.973625,29.045,5.431
SDSSJ084004.35+232204.2,130.018164,23.3679051,29.047,7.575
PGC2053079,174.947169,34.6929027,29.051,6.297
NGC4240,184.351458,-9.9515972,29.053,6.151
PGC2328690,45.60735,48.914398,29.06,4.191
PGC2450627,206.4620325,53.780715,29.061,5.499
PGC965963,176.82648,-11.4237247,29.061,6.329
SDSSJ091110.62+423801.4,137.794167,42.6336111,29.061,6.677
ESO441-023,183.9069885,-31.5645348,29.065,5.209
PGC046808,200.9387505,-27.66025,29.065,5.644
NGC5953,233.634975,15.1937933,29.067,7.856
PGC041835,188.6356725,10.5481896,29.071,5.97
SDSSJ090357.83+441500.1,135.9909345,44.2500703,29.078,6.572
PGC030906,157.3350615,-17.4205218,29.081,6.642
PGC1142230,178.5505605,-0.4822118,29.081,6.589
SDSSJ152112.45+460752.7,230.3018475,46.1313154,29.082,4.841
PGC011885,47.80677,-4.2464418,29.085,5.522
ESO513-029,228.7233105,-23.1249293,29.093,5.791
NGC0918,36.46185,18.4962296,29.1,2.02
NGC7479,346.236102,12.3228077,29.103,5.089
NGC0488,20.4451665,5.2566944,29.104,6.204
PGC792560,229.554282,-24.1962179,29.105,5.732
PGC2691381,51.0340005,66.81,29.108,4.462
PGC009272,36.5889,-9.8409345,29.115,6.961
SDSSJ095031.29+002427.0,147.6303945,0.4074694,29.115,7.379
WINGSJ090853.34-094227.0,137.222208,-9.7074862,29.119,7.741
SDSSJ012508.60+033652.0,21.28422867,3.61502266,29.122,6.404
PGC083895,199.130274,-16.6768553,29.13,5.397
PGC051357,215.6313,56.2517661,29.136,5.896
PGC135728,147.9112155,0.369481,29.136,7.36
PGC016090,72.3504585,-12.7475556,29.138,5.414
ESO548-072,55.2512985,-19.4550046,29.147,6.629
PGC1275824,144.842976,4.9523997,29.147,7.26
ESO466-036,330.335292,-31.5297222,29.149,6.978
PGC1292491,185.2038195,5.9817539,29.149,6.234
UGC05249,146.9389905,2.6271182,29.149,7.371
NGC7694,353.3162295,-2.7029898,29.151,6.265
PGC032784,163.684746,56.9828454,29.153,6.025
SDSSJ105405.39+644229.2,163.522473,64.7080792,29.163,6.16
NGC4806,194.0517525,-29.5029872,29.164,5.395
NGC7463,345.466755,15.9818191,29.17,4.773
UGC03890,115.1153745,83.7912843,29.172,7.007
ESO499-034,150.0815835,-24.8043889,29.174,6.695
PGC843155,95.0935395,-20.3362348,29.177,6.158
UGC03316,82.7697345,55.8306444,29.181,4.269
PGC157619,185.69625,-9.9804028,29.186,6.134
PGC3291881,178.75734,1.650067,29.186,6.576
NGC2732,138.353166,79.1873611,29.196,6.89
NGC5480,211.5899235,50.7251039,29.196,5.403
SDSSJ155445.07+143502.4,238.6878405,14.5839721,29.197,7.573
PGC045824,197.9923335,-12.0643889,29.21,5.435
PGC041464,187.902453,36.0074799,29.213,5.243
ESO429-006,114.6725415,-31.1951944,29.214,7.735
SDSSJ144948.75+362347.3,222.453162,36.3964833,29.214,5.282
UGC00958,21.142584,16.5369444,29.225,5.266
UGC05765,159.370443,68.8194989,29.225,6.539
PGC926887,53.5028745,-14.2618611,29.238,6.744
PGC071646,352.7640135,-2.2304739,29.24,6.194
PGC2494825,211.5373935,55.2240217,29.241,5.842
UGC11321,279.805899,44.2532158,29.242,4.287
PGC009539,37.605801,-10.7488414,29.245,6.73
NGC4581,189.5215365,1.4777364,29.246,5.903
NGC0770,29.8067385,18.9546314,29.25,4.293
UGC07872,190.473,75.306503,29.252,7.104
PGC049498,208.8945735,-5.9733951,29.253,5.933
PGC178737,89.217771,-5.3857361,29.253,5.339
ESO548-079,55.4836665,-18.8951896,29.259,6.616
PGC214460,241.424505,41.3851688,29.259,5.362
UGC01211,25.979661,13.8069209,29.261,4.868
PGC039532,184.6170225,5.6157593,29.284,6.215
NGC1248,48.2022945,-5.2246978,29.294,5.702
NGC5916A,230.307666,-13.1006111,29.296,7.09
PGC2816074,210.7533795,50.012159,29.296,5.375
UGC02459,45.1534125,49.043835,29.299,4.206
SDSSJ123524.43+050253.8,188.851785,5.0482857,29.3,5.85
UGC06304,169.454538,58.3520988,29.306,5.952
NGC2110,88.0474995,-7.4561806,29.309,5.451
PGC2145809,254.870472,39.2264209,29.31,4.866
NGC2636,132.101667,73.6712778,29.312,6.258
NGC2967,145.513824,0.3364667,29.319,7.491
NGC3258D,157.982172,-35.4097932,29.322,6.254
ESO580-020,221.4385065,-20.7828422,29.33,6.175
PGC040015,185.490777,2.3450779,29.33,6.222
PGC071509,352.0045755,-2.164366,29.332,6.137
IC1084,225.3118755,-7.4749167,29.333,7.915
NGC1421,55.622019,-13.4880176,29.333,6.53
SDSSJ105346.42+332205.1,163.443414,33.3681205,29.339,7.624
PGC1140900,177.641736,-0.5378235,29.34,6.741
SDSSJ080158.90+212219.1,120.495267,21.3720093,29.341,6.688
SDSSJ104919.70+324350.3,162.3321015,32.7306352,29.341,7.715
NGC0772,29.8316025,19.0076151,29.345,4.316
SDSSJ155522.38+025515.1,238.8433575,2.9208076,29.353,7.865
NGC5962,234.132,16.6078044,29.362,7.33
IC0455,113.7400005,85.5371667,29.363,6.937
NGC5624,216.646902,51.5852897,29.366,5.609
PGC169704,199.974333,-23.8416111,29.366,5.895
ESO437-003,158.782209,-27.9913781,29.368,6.783
PGC1291858,185.3437725,5.9477002,29.369,6.056
PGC041840,188.645778,2.5687096,29.372,5.865
ESO541-004,14.741631,-18.7426428,29.374,7.921
PGC2289184,227.175942,46.9069656,29.378,4.829
PGC3267119,181.7196,-4.0436,29.379,6.375
PGC066362,318.2838735,-10.826686,29.383,5.441
PGC061468,272.36073,19.117623,29.389,4.41
SDSSJ093857.11+004134.0,144.7380135,0.6926953,29.39,7.37
SDSSJ162557.39+203933.9,246.4891625,20.65952432,29.39,6.003
PGC212760,21.6276,17.23005,29.398,5.272
NGC3643,170.354139,3.0139334,29.404,7.103
UGC08936,210.2203575,49.3754082,29.404,5.355
PGC3137923,207.6284205,62.4469654,29.409,5.731
UGC03433,93.774084,0.1921944,29.409,5.01
PGC040157,185.7359475,2.7470105,29.41,6.169
PGC3129120,254.375157,38.6898172,29.415,4.899
SDSSJ094503.80+011349.5,146.2658685,1.2304488,29.415,7.419
NGC4599,190.112874,1.1968875,29.417,5.853
IC0215,33.5393655,-6.8063199,29.423,7.017
PGC054430,228.7510965,-14.0030915,29.427,7.047
PGC1035899,175.424898,-6.1765993,29.429,6.797
ESO547-020,48.2403045,-17.9298682,29.436,7.308
UGC03016,65.3331795,36.7601352,29.437,3.955
UGC09123,213.765459,36.457302,29.444,5.096
UGC05814,160.659291,77.4948889,29.446,6.981
PGC881995,198.458658,-17.5132219,29.451,5.29
SDSSJ094330.40+393717.8,145.8766695,39.6215967,29.451,7.405
PGC133411,332.273958,-31.794875,29.458,6.802
SDSSJ151303.42+325505.7,228.264282,32.9182809,29.46,5.616
PGC009384,37.0191255,-10.1833056,29.465,6.767
[RDS2004]J105240.54-000115.9,163.1692305,-0.0211843,29.467,7.028
PGC2712133,194.0666505,68.1128873,29.471,6.412
NGC0620,24.248655,42.3233564,29.479,4.238
UGC04054,117.733467,23.8960563,29.483,6.562
ESO371-016,131.7725985,-33.7642575,29.485,7.067
ESO511-047,217.72035,-24.480101,29.498,5.69
NGC7798,359.8561875,20.7499195,29.505,4.828
NGC3023,147.469026,0.6181686,29.511,7.352
IC2608,162.5646825,32.7681841,29.516,7.698
NGC5500,212.5635,48.546087,29.518,5.341
PGC1331483,129.397785,7.8085616,29.522,7.329
PGC1925809,132.883389,30.9676287,29.535,7.367
PGC3087634,130.724382,45.775546,29.536,6.123
SDSSJ082717.37+262606.9,126.8223285,26.4352253,29.537,7.322
UGC02907,60.663459,78.2786667,29.537,5.809
PGC3215679,53.7771,-28.7048,29.538,7.792
UGC04832,138.7146585,79.196639,29.553,6.905
PGC695361,331.8148245,-32.2090922,29.56,6.819
ESO428-011,108.8804115,-29.3589361,29.561,7.236
PGC643798,345.124644,-35.8543475,29.565,7.081
ESO371-024,133.163667,-33.4660833,29.574,7.118
SDSSJ083500.52+393648.3,128.752257,39.6134748,29.574,6.775
NGC1299,50.0403435,-6.2619729,29.575,5.621
PGC2395690,209.081808,51.5374225,29.577,5.454
PGC651530,328.5941925,-35.236198,29.577,7.009
PGC169727,201.430083,-20.2343561,29.579,5.415
IC0467,112.5766665,79.8724722,29.58,6.471
UGC05224,146.4675585,2.9776852,29.582,7.323
SDSSJ090003.59+453425.8,135.015015,45.5738535,29.587,6.374
ESO510-032,209.863833,-25.5676111,29.588,5.676
PGC087425,136.390191,37.5633162,29.592,7.103
NGC5046,198.9379995,-16.3266667,29.594,5.272
PGC031357,158.844699,37.6716032,29.594,7.645
[KHL2017]S41,187.818009,12.31261,29.595,4.839
PGC1648817,120.38436,21.3800381,29.6,6.751
NGC6339,259.2768675,40.845006,29.601,4.839
ESO435-015,149.456589,-31.0109415,29.602,7.695
NGC3692,172.1000925,9.4076564,29.605,7.132
PGC022100,118.438689,21.0493971,29.605,6.746
UGC00803,18.8451345,8.0992593,29.608,5.937
UGC00882,20.231295,6.5742504,29.611,6.054
ESO513-018,226.5465285,-26.8709477,29.616,5.415
PGC2541780,216.926493,56.5959853,29.619,6.168
PGC1218595,175.6181325,2.1806295,29.622,6.953
PGC3138016,206.381148,62.6593135,29.622,5.833
UGC06341,170.002752,18.2604631,29.624,7.418
NGC6796,290.3788515,61.1459805,29.625,4.821
PGC700369,182.1725745,-31.844649,29.628,5.218
ESO466-014,328.595304,-31.9691697,29.637,7.135
PGC097214,111.9412365,12.9466825,29.643,6.162
PGC2403268,212.392719,51.9461155,29.647,5.545
NGC5439,210.4902975,46.3118823,29.648,5.272
NGC3430,163.0475205,32.950424,29.654,7.66
SDSSJ031301.57+001040.4,48.2565465,0.1778942,29.655,4.639
PGC012394,49.8585855,-6.1211244,29.657,5.615
UGC00942,20.9320605,6.6914359,29.657,5.959
UGC11113,271.379103,23.2725199,29.668,4.458
NGC5667,217.595418,59.4697606,29.679,6.083
HIPASSJ1151-13,177.97335,-13.4131182,29.684,6.178
PGC2790946,256.4391255,43.48025,29.687,4.633
[RG2008]J187.81343+10.44109,187.8134295,10.44109,29.687,4.877
SDSSJ143508.09+130856.9,218.783724,13.1491008,29.696,7.44
ESO437-047,160.622781,-30.8851244,29.699,6.954
NGC0448,18.818841,-1.6261941,29.7,1.91
UGC06306,169.3632105,4.6047865,29.701,7.151
SDSSJ103455.82+642833.6,158.7327525,64.4759227,29.702,6.077
NGC3329,161.1640005,76.8093611,29.709,7.025
PGC166148,193.2985065,12.6346673,29.71,4.725
NGC1160,45.305208,44.9554167,29.714,4.446
NGC0520,21.146187,3.7923901,29.718,6.342
PGC008762,34.4517915,-6.8323056,29.722,6.943
6dFJ1121523-345459,170.4680265,-34.9165099,29.724,5.516
PGC019917,104.32035,-26.9009,29.727,6.97
NGC0636,24.7772265,-7.5126485,29.733,2.19
6dFJ1331161-252718,202.8169515,-25.4548023,29.734,5.75
PGC2232836,244.6129455,43.9425287,29.741,5.17
PGC052193,219.036063,28.4503352,29.742,5.874
PGC1245562,3.173274,3.1197661,29.742,6.29
PGC165358,48.7983,64.881104,29.743,4.469
PGC034791,170.375673,57.6890036,29.746,5.977
ESO547-012,47.4038235,-17.8315503,29.749,6.79
NGC5038,198.758925,-15.9517827,29.765,5.264
PGC1590056,125.6927715,19.3748195,29.767,6.929
SDSSJ112408.46+034404.4,171.0353745,3.7344837,29.775,7.093
NGC3203,154.8911985,-26.6987927,29.777,6.937
SDSSJ124637.60+221446.8,191.656677,22.2465097,29.779,4.845
UGC10200,241.441317,41.3447204,29.78,5.43
IC4323,206.278437,-28.6512135,29.791,5.42
IC2556,153.1567905,-34.7288704,29.797,6.419
IC0469,118.9962495,85.1588889,29.809,6.986
PGC702702,330.928035,-31.6560064,29.811,6.974
[KHL2017]S887,187.703889,12.36544,29.811,4.831
PGC900168,197.5396275,-16.2793203,29.814,5.26
NGC0532,21.322194,9.2640561,29.822,5.551
PGC040414,186.172116,3.7214603,29.822,5.846
AGC225849,193.8963,10.7384005,29.823,4.739
PGC2464645,211.3415835,54.2698851,29.826,5.816
SDSSJ140352.41+553532.8,210.9683064,55.59247189,29.829,6.136
PGC083003,157.0800555,-35.758606,29.833,6.413
SDSSJ235437.31-000501.6,358.6554795,-0.0837777,29.836,6.337
UGC04482,128.807646,28.753348,29.838,7.404
PGC166141,190.8035985,35.4133004,29.848,5.092
ESO481-029,52.260351,-26.445302,29.854,7.522
PGC135621,13.7215485,3.0011351,29.854,6.615
SDSSJ125918.23+141004.5,194.825838,14.1680692,29.854,4.724
NGC2339,107.0855715,18.7801609,29.866,5.824
PGC083101,157.521084,-35.3421667,29.867,6.565
[KHL2017]S6004,187.7925885,12.26697,29.871,4.826
[KHL2017]S6003,187.792263,12.27445,29.872,4.826
SDSSJ094540.98+013703.9,146.4207705,1.6177886,29.876,7.351
SDSSJ081753.93+244112.0,124.474749,24.6866854,29.877,6.948
UGC04375,125.7969735,22.6646066,29.894,7.074
PGC027066,142.9742385,-16.6794303,29.895,7.856
PGC1166504,185.2793175,0.4613215,29.9,6.113
PGC143096,107.204202,18.7574368,29.908,5.834
WINGSJ125348.32-290646.0,193.4514255,-29.1127861,29.909,5.345
2MASXJ11044360-2906332,166.18182,-29.1093183,29.912,5.559
UGC09951,234.8334855,15.3843629,29.921,7.463
PGC059629,256.688061,42.9991357,29.924,4.704
PGC083858,198.8101695,-15.8495115,29.924,5.255
IC3716,191.197986,8.1069444,29.93,4.778
PGC3103599,319.5275235,-7.71573,29.934,5.379
PGC090540,20.348916,-1.8622472,29.936,6.689
PGC2548596,171.6699225,56.8143396,29.939,5.988
PGC2042948,39.382701,34.0426339,29.948,3.944
SDSSJ135527.73+395847.3,208.865577,39.9798267,29.954,4.888
AGC229381,190.4929185,23.0252785,29.955,4.818
NGC2272,100.672083,-27.4594722,29.959,6.737
PGC032664,163.2026805,0.0345263,29.959,6.991
NGC5294,206.3256135,55.290813,29.962,6.243
PGC020249,107.2629585,-28.48625,29.962,7.081
PGC2466599,170.8707045,54.337399,29.963,6.018
PGC1206706,185.847543,1.8150449,29.964,5.976
SDSSJ103339.60+644116.8,158.4150195,64.688093,29.975,6.02
NGC3396,162.4794795,32.9908234,29.978,7.686
NGC5691,219.472221,-0.3988812,29.978,7.432
PGC039501,184.5304995,5.9303749,29.979,5.583
PGC039672,184.865748,5.0474871,29.99,5.662
UGC08914,209.798505,52.3615444,29.993,5.586
PGC099823,216.35394,51.554079,29.994,5.776
SDSSJ230720.14+130559.3,346.833816,13.0998878,29.994,4.951
PGC055511,233.786823,16.8708549,29.996,7.126
PGC013646,55.733637,-12.9164629,29.999,5.807
PGC023229,124.3376655,24.9626686,30.01,6.966
PGC087156,22.5643005,14.6775325,30.01,5.276
PGC2815803,49.4090445,-24.9094613,30.012,6.33
ESO464-023,316.7327205,-30.0948548,30.021,6.545
NGC7051,319.9639335,-8.782952,30.026,5.408
PGC3090432,347.3239005,18.0695338,30.028,4.701
NGC2577,125.681073,22.5530479,30.034,7.074
PGC1209966,150.024429,1.9110167,30.037,7.256
ESO381-038,195.021786,-34.4337327,30.042,5.18
PGC2807127,126.02577,22.8053597,30.045,7.184
PGC2569214,169.401321,57.640119,30.048,5.99
PGC213481,125.871489,22.6502273,30.057,7.136
PGC1666700,125.850321,22.2667799,30.058,7.095
IC4468,219.6114435,-22.3675296,30.064,5.891
PGC3279243,150.6128175,2.1668676,30.064,7.254
PGC816514,158.746482,-22.2867442,30.064,6.398
SDSSJ124320.39+352632.5,190.835019,35.4424275,30.068,5.111
SDSSJ083226.88+293841.6,128.112036,29.6448939,30.069,7.407
PGC009844,38.8813335,32.3437778,30.07,3.992
PGC012303,49.6231815,-6.1007153,30.081,5.586
NGC1393,54.6607155,-18.4279122,30.089,6.096
UGC04590,131.6665335,13.2136697,30.089,7.681
PGC1041178,354.2805495,-5.7258998,30.094,6.507
NGC3613,169.6504965,57.9999533,30.1,1.94
PGC166089,100.7987385,36.6343205,30.102,4.678
ESO371-008,130.816083,-33.5687778,30.108,7.356
PGC050757,213.214275,54.3745145,30.118,5.967
SDSSJ074144.43+232457.8,115.4352435,23.4160588,30.121,6.515
NGC2273A,100.029333,60.0806389,30.136,4.561
IC2361,126.435426,27.8745451,30.15,7.477
NGC2501,119.6251665,-14.3542778,30.155,7.461
IC1265,264.1643895,42.0881981,30.156,4.619
PGC134360,328.8336135,-25.0028835,30.182,6.755
NGC5473,211.1800185,54.8925641,30.183,6.069
UGC09056,212.340141,49.0379243,30.19,5.475
ESO381-041,195.1328025,-34.3738777,30.205,5.183
ESO436-006,154.028502,-27.7999287,30.205,7.214
PGC060222,261.0406905,43.4527128,30.208,4.877
PGC070858,348.9363105,6.9108701,30.208,5.547
UGC11111,271.3247595,23.1056102,30.208,4.429
PGC742710,195.2339505,-28.3533066,30.21,5.414
PGC2482599,212.2049925,54.8561314,30.215,6.076
PGC1177707,14.4857415,0.8691715,30.217,6.65
IC2267,124.506342,24.7360929,30.222,7.041
UGC09050,212.1252435,51.2196691,30.231,5.571
UGC01050,22.053678,10.4327911,30.234,5.426
SDSSJ153249.89+361213.5,233.2079145,36.2037712,30.236,5.558
PGC100726,147.617454,-30.8671455,30.243,7.883
PGC668320,330.5562675,-34.017,30.243,6.929
ESO373-005,142.724709,-35.6884167,30.246,7.987
SDSSJ110346.81+083420.5,165.9447885,8.572203,30.247,7.182
SDSSJ125603.10+120759.0,194.0132279,12.13353486,30.249,4.697
ESO445-075,208.7277135,-28.3691069,30.251,5.456
NGC3458,164.006163,57.1169763,30.256,6.06
NGC2273B,101.6315835,60.3403333,30.258,4.558
NGC4947A,196.086747,-35.2276795,30.258,5.211
PGC1119651,175.8170415,-1.3947437,30.26,6.877
NGC2679,132.8872725,30.8653469,30.264,7.397
PGC018686,93.7565835,87.71425,30.267,6.612
UGC02767,53.8901145,80.085675,30.275,6.06
PGC057041,241.3108305,41.1883967,30.279,5.473
PGC1799182,232.7224575,27.1489789,30.279,6.29
PGC819534,199.1515005,-22.0815,30.279,5.131
UGC00883,20.2533015,17.0739485,30.281,5.386
PGC083913,199.262898,-16.5931703,30.289,5.205
HIPASSJ0917-34,139.4239095,-34.7789745,30.299,7.777
NGC2986,146.0667405,-21.278215,30.3,1.4
NGC6017,239.314326,5.9983625,30.3,1.96
PGC2328507,213.94371,48.906852,30.304,5.612
PGC1483329,235.16724,15.3890548,30.305,7.367
NGC1076,40.8718755,-14.7543056,30.313,6.178
ESO490-035,100.935246,-27.2665243,30.315,6.759
UGC06903,178.903938,1.2371647,30.315,6.39
PGC012130,49.002234,-5.499283,30.319,5.515
PGC720745,200.5746645,-30.1542764,30.321,5.348
UGC05922,162.2563575,-0.6404187,30.328,6.916
PGC046533,200.0772915,-16.5376389,30.335,5.201
PGC132471,329.290773,-33.478844,30.335,7.078
PGC126723,165.4120995,30.6081947,30.349,7.461
PGC1404402,277.4333745,12.1385278,30.352,4.432
UGC07422,185.505438,5.1002146,30.354,5.461
NGC3258C,157.8505875,-35.2204312,30.358,6.887
[KHL2017]S417,187.756161,12.32351,30.358,4.79
PGC153321,134.4166755,-3.8330697,30.36,7.708
IC0101,21.035583,9.9305556,30.366,5.487
NGC3752,173.1341835,74.6275401,30.367,7.117
PGC2487633,211.497039,55.0119204,30.368,6.153
UGC02917,61.503606,79.8386649,30.375,5.994
ESO490-029,100.114209,-27.0395556,30.384,6.753
UGC00903,20.449089,17.5923332,30.385,5.397
PGC090541,20.5229535,0.0851579,30.393,6.429
SDSSJ152726.82+263230.0,231.861834,26.5416754,30.4,6.484
SDSSJ153300.41+153108.8,233.2516875,15.5190917,30.404,7.335
PGC961182,76.311231,-11.8332177,30.406,5.419
PGC919931,212.452728,-14.788869,30.407,5.663
PGC039662,184.8491895,6.2330524,30.411,5.367
PGC016917,78.0954585,-14.3597222,30.415,5.539
PGC2332009,212.394369,49.044256,30.42,5.527
NGC2604,128.346309,29.5387746,30.422,7.407
ESO490-028,100.0866615,-27.0975422,30.423,6.747
PGC035111,171.345708,-9.5865278,30.424,6.679
PGC2343136,210.100152,49.4443045,30.426,5.454
SDSSJ084200.04+103052.9,130.500207,10.5147151,30.437,7.599
SDSSJ134928.28+592941.2,207.367848,59.4948574,30.437,6.433
PGC021210,113.108166,86.6668056,30.438,6.791
ESO428-032,111.4194165,-30.4046111,30.444,7.653
PGC788266,332.375355,-24.5959426,30.453,6.551
NGC1350,52.783584,-33.6283611,30.459,7.933
IC4310,204.738114,-25.8457162,30.465,5.618
UGC11251,277.196388,38.0477448,30.469,4.379
NGC0474,20.0277855,3.4153385,30.475,1.96
PGC090979,151.337916,77.7791667,30.482,6.958
ESO466-025,329.6018535,-32.2365093,30.486,7.106
PGC027833,145.9008045,-5.9124796,30.492,7.64
SDSSJ083312.72+393049.8,128.3030385,39.5138241,30.493,6.638
UGC03621,104.7684,14.295,30.494,5.498
PGC042762,190.7744355,24.4510937,30.496,4.751
